ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
355	1856	0	2	0.000000	6.348599	5.296336	0.000000	0.000000	0	95	0
356	136	0	0	0.000000	3.470588	3.242647	0.000000	0.000000	0	12	0
357	21	2	1	0.000000	14.809524	13.190476	0.000000	0.000000	0	12	0
358	10	1	1	0.000000	10.400000	10.400000	0.000000	0.000000	0	7	0
359	1346	0	1	0.000000	6.095097	5.250371	0.000000	0.000000	0	74	0
360	517	2	2	0.000000	6.394584	5.162476	0.000000	0.000000	0	34	0
361	18	2	1	0.000000	10.722222	9.833333	0.000000	0.000000	0	3	0
362	13	1	1	0.000000	12.000000	12.000000	0.000000	0.000000	0	3	0
363	18	1	2	0.000000	9.055556	9.055556	0.000000	0.000000	0	4	0
364	1464	2	1	0.000000	4.836749	4.180328	0.000000	0.000000	0	68	0
365	13	0	0	0.000000	9.000000	3.307692	0.000000	0.000000	0	5	0
366	136	2	0	0.000000	5.250000	4.566176	0.000000	0.000000	0	10	0
367	31	1	1	0.000000	8.129032	8.129032	0.000000	0.000000	0	7	0
368	10	2	2	0.000000	8.300000	8.300000	0.000000	0.000000	0	6	0
369	31	1	1	0.000000	4.677419	4.677419	0.000000	0.000000	0	5	0
370	335	2	2	0.000000	4.913433	4.444776	0.000000	0.000000	0	17	0
371	1343	2	0	0.000000	5.303053	4.620998	0.000000	0.000000	0	61	0
372	15	2	1	0.000000	9.533333	9.533333	0.000000	0.000000	0	6	0
373	16	1	1	0.000000	7.875000	7.687500	0.000000	0.000000	0	3	0
374	15	1	2	0.000000	7.333333	6.333333	0.000000	0.000000	0	4	0
375	31	1	1	0.000000	1.419355	1.419355	0.000000	0.000000	0	2	0
376	52	2	2	0.000000	6.096154	5.326923	0.000000	0.000000	0	5	0
377	1075	2	2	0.000000	7.578605	6.259535	0.000000	0.000000	0	78	0
378	105	2	2	0.000000	6.228571	5.895238	0.000000	0.000000	0	8	0
379	428	0	2	0.000000	4.474299	4.032710	0.000000	0.000000	0	13	0
380	285	2	2	0.000000	4.417544	3.982456	0.000000	0.000000	0	13	0
381	2007	2	2	0.000000	5.930244	5.178376	0.000000	0.000000	0	102	0
382	18	2	1	0.000000	10.166667	9.722222	0.000000	0.000000	0	9	0
383	872	1	0	0.000000	5.720183	4.708716	0.000000	0.000000	0	50	0
384	13	1	0	0.000000	12.769231	12.230769	0.000000	0.000000	0	8	0
385	4046	0	2	0.000000	6.401137	5.510875	0.000000	0.000000	0	221	0
386	987	1	0	0.000000	5.515704	4.966565	0.000000	0.000000	0	46	0
387	31	1	1	0.000000	29.290323	24.290323	0.000000	0.000000	0	27	0
388	3431	2	1	0.000000	6.340717	5.400758	0.000000	0.000000	0	187	0
389	35	1	1	0.000000	2.400000	2.400000	0.000000	0.000000	0	3	0
390	726	2	2	0.000000	6.506887	5.882920	0.000000	0.000000	0	48	0
391	29	1	1	0.000000	4.103448	4.103448	0.000000	0.000000	0	4	0
392	859	2	2	0.000000	6.564610	5.578580	0.000000	0.000000	0	49	0
393	514	0	2	0.000000	7.494163	6.521401	0.000000	0.000000	0	36	0
394	43	2	2	0.000000	6.395349	5.534884	0.000000	0.000000	0	5	0
395	30	2	1	0.000000	5.233333	5.233333	0.000000	0.000000	0	3	0
396	1	1	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	1	0
397	30	1	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	2	0
398	1863	2	0	0.000000	6.203972	5.536232	0.000000	0.000000	0	101	0
399	321	2	2	0.000000	7.588785	6.971963	0.000000	0.000000	0	23	0
400	793	2	0	0.000000	6.495586	5.477932	0.000000	0.000000	0	55	0
401	4	2	1	0.000000	11.750000	11.750000	0.000000	0.000000	0	6	0
402	21	2	1	0.000000	7.238095	7.238095	0.000000	0.000000	0	5	0
403	1386	2	1	0.000000	5.443001	4.644300	0.000000	0.000000	0	66	0
404	25	1	2	0.000000	9.520000	9.520000	0.000000	0.000000	0	5	0
405	1701	0	2	0.000000	5.261611	4.586714	0.000000	0.000000	0	75	0
406	626	0	2	0.000000	5.686901	5.062300	0.000000	0.000000	0	31	0
407	655	0	2	0.000000	6.181679	5.096183	0.000000	0.000000	0	39	0
408	31	0	0	0.000000	8.387097	8.387097	0.000000	0.000000	0	5	0
409	26	1	1	0.000000	23.269231	18.269231	0.000000	0.000000	0	20	0
410	11	1	2	0.000000	24.909091	16.727273	0.000000	0.000000	0	9	0
411	10	1	2	0.000000	25.900000	9.700000	0.000000	0.000000	0	15	0
412	30	2	2	0.000000	39.900000	37.033333	0.000000	0.000000	0	34	0
413	364	2	0	0.000000	4.870879	4.206044	0.000000	0.000000	0	17	0
414	1	2	1	0.000000	7.000000	7.000000	0.000000	0.000000	0	5	0
415	30	1	1	0.000000	5.500000	5.500000	0.000000	0.000000	0	5	0
416	31	1	1	0.000000	6.483871	6.483871	0.000000	0.000000	0	7	0
417	160	2	2	0.000000	2.693750	2.693750	0.000000	0.000000	0	9	0
418	46	2	1	0.000000	7.217391	7.217391	0.000000	0.000000	0	5	0
419	6	1	1	0.000000	6.166667	6.166667	0.000000	0.000000	0	4	0
420	1378	2	2	0.000000	6.469521	5.399855	0.000000	0.000000	0	82	0
421	65	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
422	28	1	1	0.000000	10.642857	9.250000	0.000000	0.000000	0	9	0
423	31	0	0	0.000000	10.612903	8.483871	0.000000	0.000000	0	7	0
424	92	2	0	0.000000	2.434783	2.434783	0.000000	0.000000	0	1	0
425	7580	1	2	0.000000	6.326649	5.502375	0.000000	0.000000	0	414	0
426	126	2	0	0.000000	7.412698	7.166667	0.000000	0.000000	0	8	0
427	6	2	1	0.000000	9.333333	9.333333	0.000000	0.000000	0	6	0
428	357	2	2	0.000000	6.145658	5.507003	0.000000	0.000000	0	23	0
429	31	1	1	0.000000	7.387097	7.387097	0.000000	0.000000	0	5	0
430	21	1	1	0.000000	6.380952	6.380952	0.000000	0.000000	0	4	0
431	7	1	2	0.000000	8.285714	8.285714	0.000000	0.000000	0	5	0
432	25	1	2	0.000000	7.080000	6.280000	0.000000	0.000000	0	6	0
433	2899	2	0	0.000000	6.007589	5.068989	0.000000	0.000000	0	152	0
434	35	2	2	0.000000	7.342857	7.342857	0.000000	0.000000	0	4	0
435	31	1	1	0.000000	6.612903	6.612903	0.000000	0.000000	0	4	0
436	520	2	0	0.000000	6.528846	5.632692	0.000000	0.000000	0	32	0
437	15	2	1	0.000000	8.733333	8.733333	0.000000	0.000000	0	5	0
438	26	1	1	0.000000	7.500000	7.500000	0.000000	0.000000	0	4	0
439	5	1	2	0.000000	5.400000	5.400000	0.000000	0.000000	0	2	0
440	209	2	2	0.000000	4.846890	4.114833	0.000000	0.000000	0	12	0
441	1361	2	2	0.000000	5.306392	4.656870	0.000000	0.000000	0	62	0
442	1234	2	2	0.000000	4.824959	4.199352	0.000000	0.000000	0	54	0
443	31	0	0	0.000000	7.741935	7.161290	0.000000	0.000000	0	4	0
444	2394	1	1	0.000000	6.052632	5.191729	0.000000	0.000000	0	121	0
445	13	2	2	0.000000	7.923077	7.153846	0.000000	0.000000	0	7	0
446	69	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
447	605	2	2	0.000000	6.578512	5.785124	0.000000	0.000000	0	41	0
448	31	1	1	0.000000	3.774194	3.387097	0.000000	0.000000	0	6	0
449	1890	0	1	0.000000	5.912698	5.014815	0.000000	0.000000	0	99	0
450	31	1	1	0.000000	7.612903	6.032258	0.000000	0.000000	0	3	0
451	1465	2	0	0.000000	6.137201	5.189078	0.000000	0.000000	0	76	0
452	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
453	7	1	2	0.000000	6.714286	6.714286	0.000000	0.000000	0	6	0
454	9	1	2	0.000000	6.555556	6.555556	0.000000	0.000000	0	7	0
455	1	1	2	0.000000	9.000000	9.000000	0.000000	0.000000	0	8	0
456	11	2	2	0.000000	7.363636	7.363636	0.000000	0.000000	0	9	0
457	774	0	0	0.000000	4.449612	4.169251	0.000000	0.000000	0	33	0
458	949	2	2	0.000000	6.247629	5.499473	0.000000	0.000000	0	56	0
459	6	1	1	0.000000	2.333333	1.333333	0.000000	0.000000	0	3	0
460	355	2	2	0.000000	5.769014	4.839437	0.000000	0.000000	0	22	0
461	2191	0	1	0.000000	5.739388	4.661798	0.000000	0.000000	0	111	0
462	9	2	1	0.000000	9.111111	7.111111	0.000000	0.000000	0	4	0
463	1872	0	2	0.000000	6.389423	5.629808	0.000000	0.000000	0	105	0
464	2365	2	0	0.000000	6.410994	5.402537	0.000000	0.000000	0	134	0
465	31	1	1	0.000000	3.709677	3.709677	0.000000	0.000000	0	5	0
466	88	2	1	0.000000	10.000000	9.295455	0.000000	0.000000	0	15	0
467	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
468	7	1	2	0.000000	4.285714	2.285714	0.000000	0.000000	0	2	0
469	184	0	0	0.000000	5.554348	5.217391	0.000000	0.000000	0	13	0
470	37	1	1	0.000000	5.837838	5.000000	0.000000	0.000000	0	4	0
471	15	2	2	0.000000	12.200000	12.066667	0.000000	0.000000	0	17	0
472	8	2	1	0.000000	12.750000	11.750000	0.000000	0.000000	0	9	0
473	18	2	1	0.000000	15.111111	14.111111	0.000000	0.000000	0	11	0
474	7	2	1	0.000000	15.428571	15.000000	0.000000	0.000000	0	8	0
475	6	1	1	0.000000	7.166667	7.166667	0.000000	0.000000	0	6	0
476	1	1	2	0.000000	8.000000	8.000000	0.000000	0.000000	0	7	0
477	20	1	2	0.000000	8.550000	8.550000	0.000000	0.000000	0	10	0
478	31	1	1	0.000000	5.193548	5.193548	0.000000	0.000000	0	6	0
479	1566	1	2	0.000000	5.978927	4.988506	0.000000	0.000000	0	80	0
480	508	2	2	0.000000	7.358268	6.175197	0.000000	0.000000	0	42	0
481	1174	1	0	0.000000	7.160988	6.344123	0.000000	0.000000	0	75	0
482	536	2	0	0.000000	5.927239	5.337687	0.000000	0.000000	0	35	0
483	4	2	0	0.000000	10.500000	10.500000	0.000000	0.000000	0	8	0
484	31	0	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
485	2487	2	0	0.000000	5.564133	4.634901	0.000000	0.000000	0	121	0
486	9	1	1	0.000000	1.666667	1.666667	0.000000	0.000000	0	3	0
487	281	1	1	0.000000	4.992883	4.071174	0.000000	0.000000	0	8	0
488	39	1	1	0.000000	6.666667	1.153846	0.000000	0.000000	0	7	0
489	130	1	1	0.000000	6.530769	5.500000	0.000000	0.000000	0	13	0
490	6	1	3	0.000000	37.500000	30.166667	0.000000	0.000000	0	24	0
491	1	2	4	0.000000	100.000000	97.000000	0.000000	0.000000	0	52	0
492	1	4	1	0.000000	81.000000	81.000000	0.000000	0.000000	0	45	0
493	1	2	1	0.000000	18.000000	18.000000	0.000000	0.000000	0	11	0
494	41	1	1	0.000000	10.463415	10.463415	0.000000	0.000000	0	11	0
495	287	2	0	0.000000	5.348432	4.379791	0.000000	0.000000	0	14	0
496	4	2	1	0.000000	8.250000	8.250000	0.000000	0.000000	0	3	0
497	30	2	1	0.000000	7.233333	7.233333	0.000000	0.000000	0	5	0
498	31	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
499	210	2	0	0.000000	4.866667	4.280952	0.000000	0.000000	0	9	0
500	14	2	1	0.000000	10.071429	10.071429	0.000000	0.000000	0	10	0
501	113	2	2	0.000000	5.920354	5.389381	0.000000	0.000000	0	10	0
502	2518	2	1	0.000000	5.970214	5.017077	0.000000	0.000000	0	135	0
503	21	0	0	0.000000	7.761905	5.714286	0.000000	0.000000	0	4	0
504	51	2	2	0.000000	4.666667	3.627451	0.000000	0.000000	0	9	0
505	8	2	1	0.000000	5.625000	5.000000	0.000000	0.000000	0	6	0
506	23	1	1	0.000000	5.391304	5.391304	0.000000	0.000000	0	7	0
507	8	1	2	0.000000	8.000000	7.750000	0.000000	0.000000	0	6	0
508	179	0	2	0.000000	5.357542	4.776536	0.000000	0.000000	0	16	0
509	745	1	0	0.000000	5.033557	4.346309	0.000000	0.000000	0	34	0
510	63	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
511	16	1	2	0.000000	8.250000	8.250000	0.000000	0.000000	0	8	0
512	24	2	1	0.000000	4.833333	4.833333	0.000000	0.000000	0	3	0
513	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
514	75	2	2	0.000000	4.760000	4.760000	0.000000	0.000000	0	8	0
515	1027	1	2	0.000000	5.166504	4.592989	0.000000	0.000000	0	48	0
516	1160	2	2	0.000000	6.050862	5.142241	0.000000	0.000000	0	63	0
517	25	2	1	0.000000	9.840000	9.240000	0.000000	0.000000	0	6	0
518	2767	2	1	0.000000	6.126852	5.245392	0.000000	0.000000	0	147	0
519	1234	2	0	0.000000	6.388979	5.505673	0.000000	0.000000	0	68	0
520	1607	0	0	0.000000	4.975731	4.291226	0.000000	0.000000	0	68	0
521	261	2	0	0.000000	6.624521	5.505747	0.000000	0.000000	0	24	0
522	45	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
523	7	2	2	0.000000	9.857143	9.857143	0.000000	0.000000	0	6	0
524	454	2	2	0.000000	6.533040	5.363436	0.000000	0.000000	0	28	0
525	27	1	1	0.000000	5.703704	5.703704	0.000000	0.000000	0	6	0
526	4	1	2	0.000000	65.250000	53.500000	0.000000	0.000000	0	41	0
527	28	2	2	0.000000	73.428571	54.178571	0.000000	0.000000	0	56	0
528	2732	2	2	0.000000	6.178624	5.420571	0.000000	0.000000	0	145	0
529	2	2	2	0.000000	12.000000	9.500000	0.000000	0.000000	0	7	0
530	1	2	2	0.000000	11.000000	11.000000	0.000000	0.000000	0	6	0
531	1	1	4	0.000000	48.000000	47.000000	0.000000	0.000000	0	25	0
532	1	4	4	0.000000	184.000000	174.000000	0.000000	0.000000	0	93	0
533	2	2	1	0.000000	169.000000	167.000000	0.000000	0.000000	0	87	0
534	2	4	1	0.000000	171.500000	169.500000	0.000000	0.000000	0	86	0
535	1	3	3	0.000000	75.000000	75.000000	0.000000	0.000000	0	46	0
536	1	2	1	0.000000	17.000000	17.000000	0.000000	0.000000	0	10	0
537	1	2	1	0.000000	13.000000	13.000000	0.000000	0.000000	0	8	0
538	2	2	1	0.000000	12.000000	12.000000	0.000000	0.000000	0	8	0
539	17	1	1	0.000000	5.294118	5.117647	0.000000	0.000000	0	4	0
540	28	1	2	0.000000	5.285714	4.285714	0.000000	0.000000	0	7	0
541	2848	2	2	0.000000	6.351124	5.323385	0.000000	0.000000	0	157	0
542	52	1	2	0.000000	23.134615	11.942308	0.000000	0.000000	0	18	0
543	5	1	2	0.000000	23.600000	23.600000	0.000000	0.000000	0	13	0
544	1871	2	2	0.000000	5.768038	5.023517	0.000000	0.000000	0	97	0
545	8	2	2	0.000000	27.000000	1.500000	0.000000	0.000000	0	4	0
546	605	2	2	0.000000	7.185124	6.310744	0.000000	0.000000	0	43	0
547	1214	2	1	0.000000	6.631796	5.786656	0.000000	0.000000	0	70	0
548	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
549	7	1	2	0.000000	5.857143	5.857143	0.000000	0.000000	0	4	0
550	4394	2	2	0.000000	6.409422	5.499772	0.000000	0.000000	0	243	0
551	31	1	1	0.000000	4.870968	4.870968	0.000000	0.000000	0	4	0
552	38	2	2	0.000000	6.157895	6.157895	0.000000	0.000000	0	9	0
553	31	1	1	0.000000	7.580645	7.483871	0.000000	0.000000	0	8	0
554	22	1	2	0.000000	7.272727	3.409091	0.000000	0.000000	0	4	0
555	41	2	2	0.000000	8.926829	5.878049	0.000000	0.000000	0	10	0
556	31	2	1	0.000000	8.096774	7.483871	0.000000	0.000000	0	7	0
557	414	1	2	0.000000	5.857488	5.333333	0.000000	0.000000	0	28	0
558	2077	0	2	0.000000	5.972557	5.135291	0.000000	0.000000	0	105	0
559	54	0	1	0.000000	2.574074	2.574074	0.000000	0.000000	0	2	0
560	935	0	1	0.000000	6.456684	5.853476	0.000000	0.000000	0	55	0
561	31	0	0	0.000000	10.322581	10.322581	0.000000	0.000000	0	4	0
562	990	2	2	0.000000	6.309091	5.490909	0.000000	0.000000	0	63	0
563	92	2	3	0.000000	45.902174	24.206522	0.000000	0.000000	0	64	0
564	33	2	1	0.000000	50.090909	24.484848	0.000000	0.000000	0	45	0
565	204	2	0	0.000000	5.544118	4.686275	0.000000	0.000000	0	12	0
566	694	2	2	0.000000	5.011527	4.289625	0.000000	0.000000	0	38	0
567	258	2	0	0.000000	5.779070	5.333333	0.000000	0.000000	0	10	0
568	27	2	1	0.000000	8.740741	8.740741	0.000000	0.000000	0	3	0
569	13	1	1	0.000000	46.846154	36.923077	0.000000	0.000000	0	37	0
570	17	1	2	0.000000	6.235294	6.235294	0.000000	0.000000	0	6	0
571	354	2	2	0.000000	4.912429	4.262712	0.000000	0.000000	0	28	0
572	3479	2	0	0.000000	5.837310	4.918080	0.000000	0.000000	0	166	0
573	440	2	2	0.000000	5.486364	4.670455	0.000000	0.000000	0	26	0
574	29	2	1	0.000000	7.931034	7.931034	0.000000	0.000000	0	9	0
575	2	2	1	0.000000	11.500000	11.500000	0.000000	0.000000	0	8	0
576	15	2	2	0.000000	10.600000	10.600000	0.000000	0.000000	0	8	0
577	14	1	1	0.000000	8.071429	8.071429	0.000000	0.000000	0	6	0
578	1401	2	2	0.000000	5.563883	4.688794	0.000000	0.000000	0	72	0
579	31	0	0	0.000000	7.903226	7.903226	0.000000	0.000000	0	7	0
580	2	1	1	0.000000	46.500000	38.500000	0.000000	0.000000	0	19	0
581	9	2	1	0.000000	39.666667	34.000000	0.000000	0.000000	0	24	0
582	10	2	1	0.000000	31.000000	27.200000	0.000000	0.000000	0	20	0
583	4	2	1	0.000000	32.500000	30.250000	0.000000	0.000000	0	18	0
584	11	3	1	0.000000	32.090909	23.545455	0.000000	0.000000	0	18	0
585	5042	2	2	0.000000	6.140420	5.206862	0.000000	0.000000	0	271	0
586	15	2	0	0.000000	11.733333	11.733333	0.000000	0.000000	0	8	0
587	16	1	1	0.000000	7.687500	7.687500	0.000000	0.000000	0	6	0
588	15	0	2	0.000000	8.133333	7.266667	0.000000	0.000000	0	6	0
589	30	1	1	0.000000	2.166667	2.166667	0.000000	0.000000	0	4	0
590	1	1	2	0.000000	4.000000	4.000000	0.000000	0.000000	0	3	0
591	199	2	2	0.000000	6.381910	5.618090	0.000000	0.000000	0	12	0
592	1414	2	0	0.000000	5.850071	5.235502	0.000000	0.000000	0	75	0
593	27	1	1	0.000000	6.481481	5.481481	0.000000	0.000000	0	7	0
594	24	2	1	0.000000	5.916667	5.916667	0.000000	0.000000	0	3	0
595	7	1	1	0.000000	5.285714	5.285714	0.000000	0.000000	0	4	0
596	24	1	2	0.000000	7.125000	7.125000	0.000000	0.000000	0	5	0
597	80	2	2	0.000000	5.012500	4.337500	0.000000	0.000000	0	6	0
598	24	1	2	0.000000	3.666667	3.000000	0.000000	0.000000	0	4	0
599	247	2	0	0.000000	5.886640	5.259109	0.000000	0.000000	0	18	0
600	5	2	2	0.000000	6.800000	2.800000	0.000000	0.000000	0	2	0
601	6	2	0	0.000000	11.000000	11.000000	0.000000	0.000000	0	6	0
602	25	1	1	0.000000	5.640000	5.640000	0.000000	0.000000	0	5	0
603	1738	2	0	0.000000	5.184120	4.265247	0.000000	0.000000	0	85	0
604	31	1	1	0.000000	6.645161	6.387097	0.000000	0.000000	0	6	0
605	31	1	1	0.000000	6.322581	4.161290	0.000000	0.000000	0	2	0
606	143	2	2	0.000000	5.489510	5.055944	0.000000	0.000000	0	10	0
607	27	2	1	0.000000	7.962963	7.962963	0.000000	0.000000	0	7	0
608	4	1	1	0.000000	6.000000	6.000000	0.000000	0.000000	0	4	0
609	27	1	2	0.000000	5.777778	5.777778	0.000000	0.000000	0	5	0
610	31	0	0	0.000000	9.193548	9.193548	0.000000	0.000000	0	9	0
611	33	1	1	0.000000	1.636364	1.636364	0.000000	0.000000	0	3	0
612	1095	2	0	0.000000	7.261187	5.978082	0.000000	0.000000	0	68	0
613	2140	0	2	0.000000	6.601869	5.756542	0.000000	0.000000	0	123	0
614	1877	2	0	0.000000	6.174747	5.319126	0.000000	0.000000	0	104	0
615	18	2	1	0.000000	8.722222	8.722222	0.000000	0.000000	0	13	0
616	31	1	1	0.000000	3.322581	2.838710	0.000000	0.000000	0	3	0
617	54	2	2	0.000000	3.203704	3.203704	0.000000	0.000000	0	5	0
618	1071	2	1	0.000000	5.746032	5.174603	0.000000	0.000000	0	51	0
619	21	2	2	0.000000	6.380952	6.380952	0.000000	0.000000	0	5	0
620	22	2	1	0.000000	6.000000	6.000000	0.000000	0.000000	0	5	0
621	547	2	0	0.000000	5.585009	4.480804	0.000000	0.000000	0	32	0
622	29	2	1	0.000000	7.517241	7.517241	0.000000	0.000000	0	10	0
623	5	1	1	0.000000	73.400000	38.000000	0.000000	0.000000	0	40	0
624	2	1	1	0.000000	72.500000	61.500000	0.000000	0.000000	0	41	0
625	1	2	2	0.000000	73.000000	57.000000	0.000000	0.000000	0	32	0
626	31	1	1	0.000000	10.806452	8.064516	0.000000	0.000000	0	7	0
627	46	1	1	0.000000	2.065217	2.065217	0.000000	0.000000	0	3	0
628	21	1	1	0.000000	5.238095	5.238095	0.000000	0.000000	0	4	0
629	10	1	2	0.000000	6.400000	6.400000	0.000000	0.000000	0	5	0
630	175	2	2	0.000000	5.371429	5.371429	0.000000	0.000000	0	13	0
631	213	1	0	0.000000	5.887324	5.431925	0.000000	0.000000	0	13	0
632	17	1	1	0.000000	9.176471	9.117647	0.000000	0.000000	0	6	0
633	31	1	1	0.000000	8.741935	8.741935	0.000000	0.000000	0	4	0
634	777	2	2	0.000000	5.203346	4.153153	0.000000	0.000000	0	34	0
635	260	2	0	0.000000	4.942308	4.557692	0.000000	0.000000	0	13	0
636	31	1	1	0.000000	9.225806	8.870968	0.000000	0.000000	0	4	0
637	66	2	1	0.000000	41.000000	28.287879	0.000000	0.000000	0	43	0
638	2	1	1	0.000000	46.000000	38.500000	0.000000	0.000000	0	23	0
639	64	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
640	3046	0	2	0.000000	6.049573	5.181878	0.000000	0.000000	0	155	0
641	103	2	0	0.000000	4.766990	4.766990	0.000000	0.000000	0	7	0
642	39	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
643	8	1	2	0.000000	5.125000	5.125000	0.000000	0.000000	0	3	0
644	31	0	0	0.000000	7.290323	7.290323	0.000000	0.000000	0	5	0
645	152	2	2	0.000000	3.585526	3.342105	0.000000	0.000000	0	7	0
646	380	0	0	0.000000	5.105263	4.942105	0.000000	0.000000	0	16	0
647	2836	2	0	0.000000	5.575106	4.812059	0.000000	0.000000	0	140	0
648	3	1	2	0.000000	21.666667	21.000000	0.000000	0.000000	0	12	0
649	22	1	2	0.000000	22.045455	17.590909	0.000000	0.000000	0	14	0
650	68	0	1	0.000000	3.911765	2.955882	0.000000	0.000000	0	6	0
651	68	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
652	2256	0	2	0.000000	5.803635	5.014628	0.000000	0.000000	0	116	0
653	7	1	1	0.000000	4.571429	4.000000	0.000000	0.000000	0	4	0
654	1	2	2	0.000000	16.000000	16.000000	0.000000	0.000000	0	7	0
655	23	1	1	0.000000	4.347826	4.347826	0.000000	0.000000	0	4	0
656	603	2	0	0.000000	6.101161	5.399668	0.000000	0.000000	0	33	0
657	30	2	1	0.000000	8.733333	8.733333	0.000000	0.000000	0	7	0
658	2242	0	1	0.000000	6.542373	5.482605	0.000000	0.000000	0	125	0
659	1966	2	2	0.000000	5.786877	4.971007	0.000000	0.000000	0	105	0
660	44	2	2	0.000000	8.431818	8.431818	0.000000	0.000000	0	5	0
661	13	2	1	0.000000	1.230769	1.230769	0.000000	0.000000	0	2	0
662	16	2	1	0.000000	2.187500	2.187500	0.000000	0.000000	0	5	0
663	279	2	2	0.000000	3.885305	3.419355	0.000000	0.000000	0	20	0
664	132	0	2	0.000000	5.439394	5.439394	0.000000	0.000000	0	11	0
665	45	2	1	0.000000	8.022222	8.022222	0.000000	0.000000	0	8	0
666	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
667	599	2	2	0.000000	5.654424	5.158598	0.000000	0.000000	0	29	0
668	403	2	0	0.000000	5.856079	5.146402	0.000000	0.000000	0	16	0
669	9	2	1	0.000000	11.000000	10.444444	0.000000	0.000000	0	8	0
670	31	1	1	0.000000	3.548387	2.838710	0.000000	0.000000	0	3	0
671	24	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
672	1324	2	2	0.000000	4.867825	4.257553	0.000000	0.000000	0	55	0
673	205	2	2	0.000000	36.000000	29.170732	0.000000	0.000000	0	70	0
674	13	1	2	0.000000	6.384615	6.384615	0.000000	0.000000	0	6	0
675	2	0	2	0.000000	9.500000	9.500000	0.000000	0.000000	0	6	0
676	1025	0	0	0.000000	4.441951	4.025366	0.000000	0.000000	0	44	0
677	21	2	1	0.000000	8.047619	7.857143	0.000000	0.000000	0	5	0
678	1997	2	2	0.000000	5.626940	4.928393	0.000000	0.000000	0	106	0
679	17	2	1	0.000000	5.647059	5.647059	0.000000	0.000000	0	3	0
680	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
681	19	2	2	0.000000	4.578947	4.578947	0.000000	0.000000	0	3	0
682	101	0	2	0.000000	4.792079	4.792079	0.000000	0.000000	0	9	0
683	3	1	0	0.000000	8.666667	8.666667	0.000000	0.000000	0	6	0
684	1	2	2	0.000000	16.000000	16.000000	0.000000	0.000000	0	9	0
685	1	1	1	0.000000	14.000000	14.000000	0.000000	0.000000	0	7	0
686	12	2	2	0.000000	18.250000	17.333333	0.000000	0.000000	0	12	0
687	1382	0	2	0.000000	5.795224	5.130246	0.000000	0.000000	0	71	0
688	1370	0	1	0.000000	5.758394	4.919708	0.000000	0.000000	0	72	0
689	4	2	1	0.000000	9.750000	9.750000	0.000000	0.000000	0	8	0
690	9	2	1	0.000000	11.666667	11.666667	0.000000	0.000000	0	8	0
691	18	1	1	0.000000	7.833333	7.833333	0.000000	0.000000	0	7	0
692	4	1	2	0.000000	9.500000	9.500000	0.000000	0.000000	0	7	0
693	6	2	2	0.000000	10.666667	10.666667	0.000000	0.000000	0	6	0
694	3	1	1	0.000000	8.333333	8.333333	0.000000	0.000000	0	5	0
695	28	1	2	0.000000	7.392857	7.392857	0.000000	0.000000	0	5	0
696	34	2	2	0.000000	12.441176	11.500000	0.000000	0.000000	0	8	0
697	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	1	0
698	47	1	2	0.000000	5.021277	5.021277	0.000000	0.000000	0	4	0
699	87	2	2	0.000000	3.770115	3.574713	0.000000	0.000000	0	8	0
700	34	2	1	0.000000	4.352941	3.029412	0.000000	0.000000	0	3	0
701	2621	2	0	0.000000	5.918352	5.127051	0.000000	0.000000	0	136	0
702	2209	2	1	0.000000	6.369851	5.562245	0.000000	0.000000	0	123	0
703	430	2	0	0.000000	5.295349	4.723256	0.000000	0.000000	0	28	0
704	218	1	1	0.000000	7.128440	5.220183	0.000000	0.000000	0	17	0
705	894	2	0	0.000000	6.280761	5.674497	0.000000	0.000000	0	55	0
706	139	0	0	0.000000	4.302158	4.057554	0.000000	0.000000	0	8	0
707	92	2	2	0.000000	45.847826	35.826087	0.000000	0.000000	0	69	0
708	20	1	1	0.000000	54.450000	45.800000	0.000000	0.000000	0	32	0
709	27	2	1	0.000000	10.370370	9.740741	0.000000	0.000000	0	7	0
